Security Type,Security ID,Security Description,Account,Trade Date,Value Date,Transaction Type,Quantity,Price Per Share,MV of Trade,Currency
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,3/26/12,3/29/12,BUY,"102,049.00",27.40,"2,801,102.18",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,3/30/12,4/4/12,SELL,"-20,855.00",26.51,"-552,482.44",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,3/30/12,4/4/12,BUY,"5,300.00",26.56,"140,847.50",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,4/2/12,4/5/12,BUY,"34,661.00",26.65,"925,466.03",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,4/24/12,4/27/12,BUY,"62,442.00",23.53,"1,472,663.35",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,4/25/12,4/30/12,BUY,"30,047.00",23.74,"714,926.30",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,4/30/12,5/3/12,SELL,-900.00,23.54,"-21,186.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,5/15/12,5/18/12,SELL,"-24,726.00",19.74,"-486,945.38",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,5/30/12,6/4/12,BUY,"53,412.00",19.26,"1,029,617.78",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,5/31/12,6/5/12,BUY,"263,303.00",19.54,"5,150,022.37",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,5/31/12,6/5/12,BUY,"25,700.00",19.55,"502,492.93",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,6/1/12,6/6/12,BUY,"147,505.00",19.22,"2,841,905.09",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,6/4/12,6/7/12,BUY,"194,622.00",19.49,"3,802,291.09",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,6/5/12,6/8/12,BUY,"47,991.00",19.62,"943,901.39",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,6/6/12,6/11/12,BUY,"113,846.00",19.89,"2,269,132.93",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,6/6/12,6/11/12,BUY,"16,400.00",19.89,"326,878.24",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,6/14/12,6/19/12,BUY,"13,547.00",18.45,"250,585.63",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,6/29/12,7/5/12,SELL,"-11,100.00",18.77,"-208,347.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,7/31/12,8/3/12,SELL,"-276,758.00",19.63,"-5,420,183.74",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,7/31/12,8/3/12,SELL,"-3,800.00",19.63,"-74,516.33",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,8/31/12,9/6/12,SELL,"-3,300.00",21.14,"-69,611.93",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,9/19/12,9/24/12,BUY,"20,500.00",23.21,"475,805.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,9/19/12,9/24/12,BUY,"4,800.00",23.21,"111,408.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,9/28/12,10/3/12,BUY,"762,586.00",22.93,"17,523,997.50",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,9/28/12,10/3/12,BUY,"13,800.00",22.94,"316,572.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,9/28/12,10/3/12,BUY,"14,700.00",22.94,"337,218.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/31/12,11/5/12,BUY,"6,200.00",21.21,"131,781.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/23/12,11/28/12,BUY,"84,282.00",18.58,"1,570,235.19",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/30/12,12/5/12,SELL,"-296,586.00",18.03,"-5,332,733.76",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/30/12,12/5/12,BUY,"11,300.00",17.96,"202,996.03",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,12/19/12,12/24/12,BUY,"34,219.00",20.20,"692,910.80",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,12/20/12,12/26/12,BUY,"7,075.00",20.33,"144,159.49",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,12/28/12,1/3/13,SELL,"-152,078.00",19.07,"-2,897,781.33",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,12/28/12,1/3/13,SELL,"-3,400.00",19.07,"-64,683.55",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,1/31/13,2/5/13,SELL,"-11,600.00",18.28,"-211,521.25",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/5/13,2/8/13,SELL,"-90,010.00",16.77,"-1,504,996.40",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/20/13,2/25/13,BUY,"26,770.00",16.02,"430,114.58",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/28/13,3/5/13,BUY,"7,800.00",14.67,"114,777.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,3/18/13,3/21/13,SELL,"-131,581.00",17.62,"-2,311,188.48",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,3/21/13,3/26/13,BUY,"4,600.00",16.88,"77,717.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,3/25/13,3/28/13,SELL,"-37,421.00",16.86,"-628,886.94",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,3/28/13,4/3/13,SELL,"-6,700.00",16.57,"-110,916.01",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,4/5/13,4/10/13,SELL,"-166,890.00",16.19,"-2,692,859.84",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,4/23/13,4/26/13,SELL,"-16,700.00",16.84,"-280,981.22",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,4/29/13,5/2/13,SELL,"-21,553.00",19.10,"-410,571.12",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,4/30/13,5/3/13,BUY,"218,500.00",19.02,"4,159,999.65",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,4/30/13,5/3/13,BUY,"27,300.00",19.15,"523,204.50",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,5/17/13,5/22/13,SELL,"-95,236.00",18.76,"-1,781,454.13",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,5/22/13,5/28/13,SELL,"-38,800.00",18.44,"-714,741.75",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,5/31/13,6/5/13,BUY,"1,800.00",17.77,"31,986.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,5/31/13,6/5/13,BUY,"242,200.00",17.76,"4,301,762.64",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,6/28/13,7/3/13,BUY,"416,000.00",13.42,"5,588,960.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,6/28/13,7/3/13,BUY,"9,100.00",13.42,"122,258.50",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,7/31/13,8/5/13,SELL,"-11,200.00",13.64,"-152,768.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,7/31/13,8/5/13,SELL,"-70,500.00",13.64,"-961,620.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,8/14/13,8/19/13,SELL,"-52,177.00",13.83,"-718,725.63",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,8/29/13,9/4/13,SELL,"-26,730.00",13.82,"-368,886.28",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,8/30/13,9/5/13,BUY,"19,800.00",13.49,"267,379.20",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,8/30/13,9/5/13,SELL,"-2,828.00",13.52,"-38,234.56",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,8/30/13,9/5/13,SELL,-272.00,13.52,"-3,677.44",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,9/30/13,10/3/13,SELL,"-23,383.00",15.48,"-361,649.20",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/21/13,10/24/13,SELL,"-15,279.00",16.30,"-248,279.42",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/22/13,10/25/13,SELL,"-55,156.00",16.21,"-891,039.49",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/24/13,10/29/13,SELL,"-27,986.00",15.51,"-434,110.44",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/24/13,10/29/13,SELL,"-219,314.00",15.51,"-3,391,368.64",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/31/13,11/5/13,SELL,"-17,300.00",17.43,"-301,539.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/26/13,12/2/13,SELL,"-11,018.00",15.97,"-175,957.46",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/26/13,12/2/13,SELL,"-16,482.00",15.97,"-263,217.54",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/27/13,12/3/13,BUY,"30,000.00",15.78,"473,850.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/29/13,12/4/13,BUY,"33,600.00",15.94,"536,088.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,12/2/13,12/5/13,SELL,"-40,786.00",14.19,"-576,789.61",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,12/3/13,12/6/13,SELL,"-47,355.00",14.10,"-665,391.34",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,12/12/13,12/17/13,SELL,"-62,754.00",13.44,"-840,160.97",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,12/20/13,12/26/13,SELL,"-53,709.00",13.33,"-713,382.70",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,12/27/13,1/2/14,BUY,"58,100.00",13.56,"788,742.36",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,12/30/13,1/3/14,BUY,"68,400.00",13.66,"935,370.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,1/10/14,1/15/14,BUY,700.00,12.84,"9,019.50",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,1/15/14,1/21/14,SELL,"-96,517.00",12.74,"-1,224,316.06",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,1/16/14,1/22/14,SELL,"-29,386.00",12.54,"-366,939.51",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,1/29/14,2/3/14,SELL,"-4,730.00",11.35,"-53,665.16",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,1/29/14,2/3/14,SELL,"-27,586.00",11.36,"-311,998.68",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/3/14,2/6/14,ADDITION/WITHDRAWAL,"196,363.00",11.37,"2,232,982.50",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/3/14,2/6/14,ADDITION/WITHDRAWAL,"571,662.00",11.37,"6,500,772.76",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/3/14,2/6/14,ADDITION/WITHDRAWAL,"124,907.00",11.37,"1,420,405.80",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/3/14,2/6/14,ADDITION/WITHDRAWAL,"66,360.00",11.37,"754,626.48",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/3/14,2/6/14,ADDITION/WITHDRAWAL,"33,540.00",11.37,"381,407.05",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/3/14,2/6/14,ADDITION/WITHDRAWAL,"163,149.00",11.37,"1,855,282.62",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/3/14,2/6/14,ADDITION/WITHDRAWAL,"75,801.00",11.37,"861,986.76",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/5/14,2/10/14,SELL,"-127,735.00",10.81,"-1,374,528.60",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/7/14,2/12/14,SELL,"-93,406.00",11.28,"-1,048,959.07",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/26/14,3/3/14,SELL,"-27,625.00",11.13,"-307,355.75",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/28/14,3/5/14,SELL,"-13,294.00",11.12,"-147,850.22",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,2/28/14,3/5/14,SELL,"-2,906.00",11.12,"-32,319.30",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,3/6/14,3/11/14,SELL,-500.00,11.32,"-5,652.41",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,3/12/14,3/17/14,SELL,"-38,839.00",10.69,"-413,565.97",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,3/31/14,4/3/14,SELL,"-6,700.00",13.15,"-87,801.55",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,3/31/14,4/3/14,BUY,"204,136.00",13.13,"2,689,879.66",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,4/3/14,4/8/14,SELL,"-56,233.00",13.11,"-737,124.66",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,4/28/14,5/1/14,SELL,"-98,500.00",13.69,"-1,343,589.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,4/29/14,5/2/14,SELL,"-98,300.00",14.30,"-1,400,920.88",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,4/30/14,5/5/14,SELL,"-93,300.00",13.95,"-1,297,615.62",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,4/30/14,5/5/14,SELL,"-17,800.00",13.88,"-246,257.53",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,5/30/14,6/4/14,SELL,"-5,792.00",14.21,"-82,048.81",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,5/30/14,6/4/14,SELL,"-92,800.00",14.10,"-1,304,275.08",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,6/27/14,7/2/14,SELL,"-86,700.00",14.66,"-1,266,745.61",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,6/30/14,7/3/14,SELL,"-99,500.00",14.57,"-1,445,046.26",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,7/2/14,7/8/14,BUY,"4,458.00",14.40,"64,418.10",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,7/29/14,8/1/14,SELL,"-30,200.00",16.65,"-501,465.92",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,7/30/14,8/4/14,SELL,"-30,400.00",16.56,"-501,920.23",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,7/31/14,8/5/14,SELL,"-2,400.00",15.94,"-38,147.15",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,7/31/14,8/5/14,SELL,"-38,200.00",16.01,"-609,708.14",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,8/29/14,9/4/14,SELL,"-15,100.00",19.57,"-294,820.97",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,9/3/14,9/8/14,BUY,"27,832.00",20.52,"572,476.41",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,9/4/14,9/9/14,BUY,"218,834.00",19.78,"4,338,712.30",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,9/5/14,9/10/14,BUY,"23,743.00",19.36,"460,956.10",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,9/8/14,9/11/14,BUY,"234,821.00",18.92,"4,454,460.44",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,9/10/14,9/15/14,BUY,"25,692.00",17.34,"446,683.68",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,9/11/14,9/16/14,BUY,"103,517.00",17.62,"1,829,052.22",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,9/15/14,9/18/14,BUY,"76,211.00",16.46,"1,258,449.38",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,9/30/14,10/3/14,BUY,"30,200.00",14.19,"428,991.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/6/14,10/9/14,BUY,"120,284.00",16.01,"1,931,553.55",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/10/14,10/16/14,BUY,"244,560.00",16.06,"3,940,326.26",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/16/14,10/21/14,BUY,"188,907.00",14.61,"2,769,641.09",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/23/14,10/28/14,SELL,"-26,391.00",12.32,"-323,810.38",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/27/14,10/30/14,SELL,"-293,777.00",11.07,"-3,238,143.85",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/29/14,11/3/14,BUY,"104,500.00",11.38,"1,190,965.60",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/30/14,11/4/14,SELL,"-171,486.00",11.46,"-1,955,823.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/31/14,11/5/14,SELL,"-2,271.00",11.85,"-26,797.20",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,10/31/14,11/5/14,BUY,"143,000.00",11.70,"1,675,245.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/5/14,11/10/14,SELL,"-80,954.00",11.14,"-898,148.50",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/7/14,11/13/14,SELL,"-55,990.00",10.88,"-606,593.39",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/10/14,11/14/14,SELL,"-73,152.00",10.62,"-773,221.42",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/14/14,11/19/14,SELL,"-61,569.00",9.64,"-592,582.34",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/25/14,12/1/14,SELL,"-17,400.00",10.51,"-182,624.62",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/25/14,12/1/14,BUY,"1,698.00",10.39,"17,642.22",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/25/14,12/1/14,BUY,2.00,10.39,20.78,USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,11/28/14,12/3/14,SELL,"-23,900.00",9.72,"-231,944.36",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,12/1/14,12/4/14,SELL,"-101,887.00",9.05,"-917,268.27",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,12/19/14,12/24/14,BUY,"30,200.00",7.11,"215,175.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,12/29/14,1/2/15,BUY,"20,000.00",7.40,"148,384.00",USD
ISIN,US71654V4086,PETROLEO BRASILEIRO-SPON ADR,Account 2,12/30/14,1/5/15,SELL,"-23,000.00",7.27,"-167,210.00",USD